Característica_1,Característica_2,Etiqueta_Real,Valor_Decisión,Predicción_SVM,Clasificación_Correcta
2.861636025047634,1.8548802453948756,1.0,1.8834578407796128,1.0,True
2.861395605508414,4.038036566465969,1.0,2.682607407571666,1.0,True
2.4641739608900486,4.064643655814006,1.0,2.5183895323316343,1.0,True
-0.11974510408974437,3.321902504375224,1.0,1.1148732840715965,1.0,True
2.587047068238171,2.2009926495341325,1.0,1.889916660310749,1.0,True
2.5917607765355024,0.5124310853991072,1.0,1.2737975610378223,1.0,True
2.280328112162488,2.8571125715117462,1.0,1.9957984490933605,1.0,True
3.9778940447415163,1.9817297817263526,1.0,2.418750164545889,1.0,True
1.6915063971068123,1.9982429564154636,1.0,1.4234979206990666,1.0,True
3.415402117702074,2.8287511096596845,1.0,2.4825081812508802,1.0,True
1.9702397962329612,3.013267433113356,1.0,1.9171671522381624,1.0,True
2.5970775493480405,3.4686449905328893,1.0,2.358397688953443,1.0,True
1.7979469061226476,2.1723378534022317,1.0,1.5338485907581703,1.0,True
2.1078918468678425,1.0364850518678814,1.0,1.2537490869055163,1.0,True
2.796120277064576,2.761055272179889,1.0,2.1865171845903144,1.0,True
2.505113456642461,2.265412866624853,1.0,1.877619038252616,1.0,True
-3.9153707420504142,-2.920645322765359,-1.0,-2.8327787809876708,-1.0,True
-2.8427145165267693,-3.302277269221619,-1.0,-2.5027367518989014,-1.0,True
-2.661285711666009,-2.0959491431854618,-1.0,-1.9816445895600918,-1.0,True
-0.6138140987894698,-2.325422187168161,-1.0,-1.1689876706675841,-1.0,True
-2.2424496092772355,-2.574445915766167,-1.0,-1.9733979935428538,-1.0,True
-4.418771215299041,-2.5265138754492167,-1.0,-2.9089455879337165,-1.0,True
-2.4397697900589734,-0.03675788751471387,-1.0,-1.1307630157614879,-1.0,True
-2.6923609647811224,-2.1984526576663876,-1.0,-2.032780245717597,-1.0,True
-2.5347117697052433,-3.6686780376195323,-1.0,-2.5019899607945515,-1.0,True
-1.3571771854849795,-1.7480669673132259,-1.0,-1.283165067889987,-1.0,True
-1.708968052956953,-3.409387454794739,-1.0,-2.04543835740878,-1.0,True
-1.0972056890639008,-3.901851062792281,-1.0,-1.957815144315824,-1.0,True
-1.9131429061997296,-0.30954437419002145,-1.0,-0.9999999999713676,-1.0,True
-3.4905363251306882,-3.066297729602772,-1.0,-2.7000507660942947,-1.0,True
-2.400348634912359,-3.0034756541161993,-1.0,-2.1996161419119744,-1.0,True
-4.050663431066132,-2.4314370251939725,-1.0,-2.712929235812883,-1.0,True
-3.562303713726105,-2.0264075693648183,-1.0,-2.350776066286399,-1.0,True
-3.4194242342338033,-0.9500655949824606,-1.0,-1.8941541560654152,-1.0,True
-3.283253292336237,-2.8220615162056757,-1.0,-2.51985846960167,-1.0,True
-1.6864827826303301,-3.730864316433955,-1.0,-2.153284060841642,-1.0,True
-2.2725400653958707,-1.192857245717572,-1.0,-1.4807753183224328,-1.0,True
-4.1074832345612275,-2.315366141467696,-1.0,-2.695319207934717,-1.0,True
-2.2401172057515764,-1.7181771282226896,-1.0,-1.6588960202160046,-1.0,True
-3.736950710878082,-3.8204566130842763,-1.0,-3.0840631974124975,-1.0,True
-1.9780584343831022,-2.2030153267668138,-1.0,-1.7216298910134247,-1.0,True
-2.2495071496541232,-2.153551790503024,-1.0,-1.822399168856682,-1.0,True
-3.1800247215784907,-2.2677463028389964,-1.0,-2.271715542856433,-1.0,True
-2.206927526701319,-3.214351418026368,-1.0,-2.1921112906732882,-1.0,True
-0.6342254888552434,-2.0261670790882125,-1.0,-1.0683691322068865,-1.0,True
-3.6913034972026484,-1.8434463913661703,-1.0,-2.3402878705628183,-1.0,True
-3.4746816702273216,-1.7129153962575479,-1.0,-2.1976333038197744,-1.0,True
-1.341404420992596,-3.3206823183517105,-1.0,-1.851992998945847,-1.0,True
-1.5366238707556783,-2.0872190730635016,-1.0,-1.485915515272397,-1.0,True
-1.6779398400055099,-0.6032070173460526,-1.0,-1.0045055374704597,-1.0,True
-2.7453881160028706,-3.2537361643574894,-1.0,-2.442342822628919,-1.0,True
-3.3895144296255233,-3.3158102849654383,-1.0,-2.747156062538688,-1.0,True
-2.577101709414104,-2.158848025183356,-1.0,-1.9678044725499424,-1.0,True
-2.223309200669981,-1.6728167509639762,-1.0,-1.634928681957674,-1.0,True
-2.486998108122093,-1.0464659228426831,-1.0,-1.5211008512201303,-1.0,True
-2.764656833237956,0.22016916658961883,-1.0,-1.1789824876788229,-1.0,True
-1.874332652234994,-3.3571575564162828,-1.0,-2.0987365242355462,-1.0,True
-3.570892498061112,-2.017527584756815,-1.0,-2.3512864599208823,-1.0,True
-2.723462785325851,-1.785999505907908,-1.0,-1.895401588338475,-1.0,True
-2.026762375426455,-2.5728289126568726,-1.0,-1.878348212146288,-1.0,True
-3.346793718068405,-4.014847224685864,-1.0,-2.984364856346058,-1.0,True
-2.9465149520670213,-1.6436012056765277,-1.0,-1.9409526691009173,-1.0,True
-2.2859062558697962,-3.745738778711988,-1.0,-2.421240371531458,-1.0,True
-2.326819074148818,-2.114682620271163,-1.0,-1.8420270288680272,-1.0,True
-3.383857436201133,-2.346274894054472,-1.0,-2.389731150174669,-1.0,True
-2.441791281554,-3.6429702978306233,-1.0,-2.4518848600702454,-1.0,True
