Característica_1,Característica_2,Etiqueta_Real,Predicción_SVM,Clasificación_Correcta,Votos_Clase_0,Votos_Clase_1,Votos_Clase_2,Votos_Clase_3,Votos_Clase_4
-2.4281637774272418,7.304588304742174,0,0,True,4.0,1.0,0.0,3.0,2.0
6.413351689917921,1.3512454220123553,1,1,True,2.0,4.0,0.0,1.0,3.0
3.5554981098102854,3.451565889317913,4,4,True,2.0,3.0,0.0,1.0,4.0
-1.5341666361797126,10.641774162483308,0,0,True,4.0,1.0,0.0,3.0,2.0
2.4507188180222323,3.329960041608124,4,4,True,2.0,3.0,0.0,1.0,4.0
-5.903406530307667,-8.357146772996693,2,2,True,0.0,2.0,4.0,2.0,2.0
-3.0842067084670983,8.791495356201741,0,0,True,4.0,1.0,0.0,3.0,2.0
6.9033019176807375,2.182663059338939,1,1,True,2.0,4.0,0.0,1.0,3.0
-7.538666264825678,8.588085377940587,3,3,True,3.0,1.0,0.0,4.0,2.0
-8.761191733721455,6.030229181983536,3,3,True,3.0,0.0,1.0,4.0,2.0
5.73836137747059,2.3676710155323533,1,1,True,2.0,4.0,0.0,1.0,3.0
1.027506221757689,3.4892343076845456,4,4,True,2.0,3.0,0.0,1.0,4.0
4.646014984199055,1.6916651238905558,1,1,True,2.0,4.0,0.0,1.0,3.0
-0.7504191003468854,8.743354567614478,0,0,True,4.0,2.0,0.0,1.0,3.0
1.7725535344354455,3.5698504343303092,4,4,True,2.0,3.0,0.0,1.0,4.0
3.9255204142385978,2.67607295732869,4,1,False,2.0,4.0,0.0,1.0,3.0
-6.527940223192853,-7.737331294907588,2,2,True,0.0,2.0,4.0,2.0,2.0
3.418096737450127,4.173731229144414,4,4,True,2.0,3.0,0.0,1.0,4.0
0.8444898536066345,4.7159757250368335,4,4,True,2.0,3.0,0.0,1.0,4.0
-2.647975561918639,8.652961693491175,0,0,True,4.0,1.0,0.0,3.0,2.0
-4.640697777777563,-6.311510088181802,2,2,True,0.0,3.0,4.0,1.0,2.0
-8.581415263679766,5.828636381044317,3,3,True,3.0,0.0,1.0,4.0,2.0
-6.128826373833263,-7.908698660975485,2,2,True,0.0,2.0,4.0,2.0,2.0
4.744335318113907,1.614360863381691,1,1,True,2.0,4.0,0.0,1.0,3.0
-3.724594967454059,9.39138292731265,0,0,True,4.0,1.0,0.0,3.0,2.0
-9.89895668007737,7.507993042633337,3,3,True,3.0,0.0,1.0,4.0,2.0
-1.5221437285289234,7.5492737482330945,0,0,True,4.0,1.0,0.0,2.0,3.0
2.359490476146215,3.4142121321361962,4,4,True,2.0,3.0,0.0,1.0,4.0
6.32323200935142,0.29094840858999493,1,1,True,2.0,4.0,0.0,1.0,3.0
4.75637189544575,3.135543672580199,1,1,True,2.0,4.0,0.0,1.0,3.0
3.5425936138881227,3.312248197178372,4,4,True,2.0,3.0,0.0,1.0,4.0
-9.40464599558333,8.630263631859542,3,3,True,3.0,1.0,0.0,4.0,2.0
3.669686512756276,1.3710612316392883,1,1,True,2.0,4.0,0.0,1.0,3.0
5.5891171726797575,0.8819047381870453,1,1,True,2.0,4.0,0.0,1.0,3.0
2.5548835486396495,5.091012420036113,4,4,True,2.0,3.0,0.0,1.0,4.0
2.997734777470928,4.9170061662292435,4,4,True,2.0,3.0,0.0,1.0,4.0
4.712155088157333,4.929060218923075,1,4,False,2.0,3.0,0.0,1.0,4.0
2.2611718695523395,3.4411913033303554,4,4,True,2.0,3.0,0.0,1.0,4.0
-6.864024920897782,-5.135868700687166,2,2,True,0.0,1.0,4.0,2.0,3.0
3.9811937995821376,2.4452819023681496,4,1,False,2.0,4.0,0.0,1.0,3.0
-3.5162586509199163,8.643231277176865,0,0,True,4.0,1.0,0.0,3.0,2.0
1.997218322107198,4.3022444158914475,4,4,True,2.0,3.0,0.0,1.0,4.0
3.1018200853840767,4.53021098097284,4,4,True,2.0,3.0,0.0,1.0,4.0
-6.567767838053162,-5.941922147143174,2,2,True,0.0,1.0,4.0,2.0,3.0
-9.78935264275525,7.185839185738424,3,3,True,3.0,0.0,1.0,4.0,2.0
-4.103020881730867,9.25051961124127,0,0,True,4.0,1.0,0.0,3.0,2.0
-9.696692207747972,8.139040214220314,3,3,True,3.0,0.0,1.0,4.0,2.0
0.5092394896621215,5.26288589238664,4,4,True,2.0,3.0,0.0,1.0,4.0
-6.972149242448195,-6.470727223495974,2,2,True,0.0,1.0,4.0,2.0,3.0
2.3373533778692517,1.9413530334016718,1,4,False,2.0,3.0,0.0,1.0,4.0
-1.8672205732187113,2.932186386319761,4,4,True,2.0,3.0,0.0,1.0,4.0
-3.836799591859984,7.578838179301517,0,0,True,4.0,1.0,0.0,3.0,2.0
-3.1624568924829695,9.14739323585016,0,0,True,4.0,1.0,0.0,3.0,2.0
-8.30919138779445,-6.092245262915351,2,2,True,0.0,1.0,4.0,2.0,3.0
-8.220285435985618,7.940066056593354,3,3,True,3.0,1.0,0.0,4.0,2.0
-4.283424011493663,8.150473078124671,0,0,True,4.0,1.0,0.0,3.0,2.0
-7.197215391036817,-3.615906593368404,2,2,True,0.0,1.0,4.0,2.0,3.0
-9.714767714696574,7.583273222997073,3,3,True,3.0,0.0,1.0,4.0,2.0
-6.547598231955247,-5.887489694432718,2,2,True,0.0,1.0,4.0,2.0,3.0
-8.740423308430628,-6.797834023508714,2,2,True,0.0,1.0,4.0,2.0,3.0
2.91905256101209,4.893895874441067,4,4,True,2.0,3.0,0.0,1.0,4.0
-1.6230377270582577,9.219928065626286,0,0,True,4.0,1.0,0.0,3.0,2.0
-2.5956097689491506,10.21852560566875,0,0,True,4.0,1.0,0.0,3.0,2.0
-9.765718014081097,7.039340587410693,3,3,True,3.0,0.0,1.0,4.0,2.0
-10.491530998184519,6.198132867600556,3,3,True,3.0,0.0,1.0,4.0,2.0
-3.3215040234199007,9.748297674807363,0,0,True,4.0,1.0,0.0,3.0,2.0
-2.525394292738271,7.745033013451241,0,0,True,4.0,1.0,0.0,3.0,2.0
-8.783641548751433,6.541602498371723,3,3,True,3.0,0.0,1.0,4.0,2.0
-3.2312455577280264,11.237019949609046,0,0,True,4.0,1.0,0.0,3.0,2.0
4.376272570823087,2.4017047697548275,1,1,True,2.0,4.0,0.0,1.0,3.0
